epoch,mean_loss
1,0.43999669631322225
2,0.18299502816465166
3,0.10529463950130674
4,0.08019819991456138
5,0.06579053723149829
6,0.06326684521304236
7,0.05554978652132882
8,0.051852523154682584
9,0.05149413946602079
10,0.05091906276014116
11,0.04728385484880871
12,0.04460950877931383
13,0.04335555526945326
14,0.04170646952258216
15,0.04070417202181286
